title,ingredients,distinct_ingredients,num_ingredients,link,source
Easy Marinated Veggies,"[""fresh broccoli"", ""fresh cauliflower"", ""fresh whole mushroom"", ""cherry tomatoes"", ""baby dill pickle"", ""pepperoncini pepper"", ""baby carrots"", ""celery"", ""scallion"", ""black olives"", ""green olives"", ""green pepper"", ""red pepper"", ""1 bottle Italian dressing""]","baby carrots, baby dill, black olives, celery, cherry tomatoes, fresh broccoli, fresh cauliflower, green olives, green pepper, italian dressing, mushroom, pepperoncini pepper, red pepper, scallion",14,www.food.com/recipe/easy-marinated-veggies-34209,Recipes1M
Whole Kahlua Pig Roasted In A Sand Enclosed Oven For A Luau,"[""Shovels, as needed"", ""15 cubic feet Lava river rocks (lava rocks are porous) to be pre-heated"", ""1/2 cord wood"", ""6 to 8 sheet metal panels measuring approximately 4 feet square (these will retain the heat without being consumed by the fire)"", ""Metal fire tongs to move rocks, panels, wood"", ""Fire mitts to protect your hands from the heat"", ""Safety goggles and protective gear for your body"", ""A large bunch of ti leaves bound together to be used as a \""brush\"" to remove ash from the rocks"", ""A stretcher constructed with 2 (8-foot long, 2 by 6-inch pieces) lumber to comprise the wood handles, connected by 2 (2 by 6 cross) pieces each 3 to 4-feet in length, and an affixed support platform made of 3/4-inch plywood which is 4 feet long by 3 to 4 feet wide"", ""15 feet of 4 foot high heavy gauge chicken wire temporarily affixed to the platform part of the stretcher to hold the pig closed after adding the rocks to the carcass"", ""14 gauge wire as needed to secure the chicken wire"", ""Wire cutters"", ""1 entire head-on pig carcass, innards removed"", ""Banana \""stumps\"" to place between the pig meat and the hot coals to prevent the flesh from burning"", ""Another large bunch of ti leaves, hard stalks snapped out, to be used like aluminum foil to steam the pig""]","aluminum foil, carcass, cord wood, cutters, feet square, foot high heavy gauge chicken wire, gauge, goggles, lumber, move rocks, river rocks, shovels, stumps",13,www.foodnetwork.com/recipes/whole-kahlua-pig-roasted-in-a-sand-enclosed-oven-for-a-luau-recipe.html,Recipes1M
Taylor's Tips for Kitchen,"[""1 small quart of chalkboard paint"", ""1 foam paint brush"", ""1 roll of green painters tape. The green one works best."", ""1 box of chalk"", ""1 picture frame, any size"", ""1 frame stand"", ""1 black erasable marker"", ""1 clipboard"", ""1 pack of decorative paper"", ""1 foot of decorative ribbon"", ""4 floor protector pads"", ""1 small nail or small hook"", ""1 pack of paper lunch bags"", ""1 bunch of office clips"", ""1 sharpie pen"", ""1 whole puncher""]","black erasable marker, chalk, clipboard, foot of decorative ribbon, frame, hook, pack of decorative paper, pack of paper, paint, protector pads, puncher, roll of green painters tape, sharpie pen",13,cookpad.com/us/recipes/355949-taylors-tips-for-kitchen,Recipes1M
Macaroni Salad For A Crowd,"[""1 lb. cooked elbow macaroni"", ""2 (6 oz.) cans ham"", ""1 (9 3/4 oz.) can tuna, drained"", ""Miracle Whip (1 c. to start)"", ""dill relish to taste"", ""1 onion, chopped"", ""several carrots, diced"", ""2 green peppers, diced"", ""2 1/2 tsp. paprika"", ""2 tsp. lemon pepper"", ""2 tsp. dry mustard"", ""2 Tbsp. sweet basil"", ""1 Tbsp. parsley"", ""1 1/2 tsp. marjoram (oregano may be used, but use less)""]","dill relish, dry mustard, green peppers, ham, lemon pepper, macaroni, marjoram, miracle, onion, paprika, parsley, several carrots, sweet basil, tuna",14,www.cookbooks.com/Recipe-Details.aspx?id=267775,Gathered
Julie'S Curry Powder Mix,"[""1 tablespoon spanish paprika"", ""1 tablespoon ground cumin"", ""2 teaspoons ground fennel"", ""1 tablespoon ground mustard"", ""2 teaspoons ground dried ancho chile powder"", ""1 tablespoon ground coriander"", ""1 tablespoon ground turmeric"", ""1 teaspoon ground cardamom"", ""1 teaspoon vietnamese ground cinnamon or 1 teaspoon regular cinnamon (cassia)"", ""1/2 teaspoon ground cloves"", ""1/8 teaspoon white pepper"", ""1/4 teaspoon ground fenugreek"", ""1/4 teaspoon ground ginger"", ""1/4 teaspoon snipped saffron thread""]","cinnamon, ground cardamom, ground cloves, ground coriander, ground cumin, ground dried ancho chile powder, ground fennel, ground fenugreek, ground ginger, ground mustard, ground turmeric, saffron thread, spanish paprika, white pepper",14,www.food.com/recipe/julies-curry-powder-mix-104344,Gathered
Red Velvet Elf Shake,"[""Decoration"", ""1 ice cream, cone"", ""red candy melts"", ""red sanding sugar"", ""1 marshmallows"", ""green sanding sugar"", ""green taffy candy"", ""1 cream sandwich biscuit"", ""Shake"", ""1/2 cup red velvet cake"", ""2 scoops vanilla ice cream"", ""3/4 cup milk"", ""1 teaspoon cocoa powder"", ""3 drops red food coloring"", ""1/2 cup whipping cream""]","cocoa powder, coloring, cream, cream sandwich biscuit, decoration, green sanding sugar, green taffy, marshmallows, milk, red candy melts, red sanding sugar, red velvet cake, vanilla ice cream, whipping cream",14,www.food.com/recipe/red-velvet-elf-shake-536893,Gathered
Pacific Rim Smoked Lamb Shanks,"[""Lamb and Rub"", ""4 tablespoons asian dark sesame oil"", ""4 (12 -14 ounce) lamb shanks"", ""1 tablespoon coarse salt"", ""1 tablespoon sugar"", ""1 teaspoon Chinese five spice powder"", ""1 teaspoon fresh ground black pepper"", ""Hoisin Barbecue Sauce"", ""1 1/2 cups tomato base barbecue sauce"", ""1/2 cup hoisin sauce"", ""1/4 cup rice wine"", ""2 tablespoons sriracha sauce (or your favorite hot sauce)"", ""Other Ingredients"", ""1 1/2 cups wood chips, soaked for 1 hour in water to cover, then drained (oak is preferred)""]","asian dark sesame oil, coarse salt, fresh ground black pepper, hoisin barbecue sauce, hoisin sauce, ingredients, lamb shanks, rice wine, rub, spice powder, sriracha sauce, sugar, tomato base barbecue sauce, wood chips",14,www.food.com/recipe/pacific-rim-smoked-lamb-shanks-249338,Gathered
Make-Ahead Lemon Bombe,"[""16 ounces angel food cake mix"", ""2 ounces unflavored gelatin (2 envelopes)"", ""1/4 cup cold water"", ""1 cup boiling water"", ""12 ounces frozen orange juice concentrate, thawed"", ""1 cup sugar substitute equivalent to sugar (Splenda recommended)"", ""2 tablespoons lemon juice"", ""1/4 teaspoon grated lemon peel"", ""1/8 teaspoon salt"", ""24 ounces frozen light whipped topping, thawed and divided (3 cartons)"", ""1/2 cup flaked coconut, toasted"", ""mint leaf (optional)"", ""maraschino cherry (optional)"", ""lemon slice (optional)"", ""orange slice (optional)""]","boiling water, cake mix, cold water, flaked coconut, lemon juice, lemon slice, light whipped topping, maraschino cherry, mint leaf, orange juice concentrate, orange slice, salt, sugar substitute, unflavored gelatin",14,www.food.com/recipe/make-ahead-lemon-bombe-401031,Gathered
Pom Sangria ,"[""18 oz. freshly squeezed pomegranate juice* or POM Wonderful(R) 100% Pomegranate Juice"", ""1 750-ml. bottle of dry, fruity Spanish white wine"", ""6 oz. apricot brandy"", ""6 oz. cream sherry"", ""1 oz. simple syrup"", ""1 oz. Prosecco or other sweet sparkling wine"", ""1 lime, sliced into wheels"", ""1 lemon, sliced into wheels"", ""1/2 orange, sliced into wheels"", ""1/2 grapefruit, sliced into wheels"", ""Garnish:"", ""arils from 1 POM Wonderful Pomegranate"", ""red apple wedges"", ""green apple wedges"", ""orange wedges"", ""grapefruit wedges"", ""Cava Spanish Sparkling Brut""]","apricot brandy, cream sherry, freshly squeezed pomegranate juice, grapefruit wedges, green apple wedges, lemon, lime, orange, orange wedges, red apple, simple syrup, spanish sparkling, sparkling wine, wheels",14,www.epicurious.com/recipes/member/views/pom-sangria-50032774,Gathered
Chinese Rojak,"[""5/8 cup pineapple rind removed"", ""3/4 cup yam bean peeled"", ""5/8 cup mangoes green"", ""5/8 cup papaya young"", ""1 cup cucumber"", ""3 1/8 tablespoons bean curd puffs"", ""1 3/4 ounces dough fritters"", ""1 teaspoon ginger plant bud, bunga siantan- shredded"", ""1 cup roasted peanuts ground"", ""1 3/4 ounces bean sprouts scalded"", ""4 tablespoons prawn paste"", ""1 1/2 tablespoons lime juice"", ""1/2 tablespoon lime rind"", ""5 tablespoons sugar"", ""fresh chilies some, ground finely""]","bean curd, cucumber, fresh chilies some, fritters, ginger plant, lime juice, lime rind, mangoes, papaya young, peanuts ground, pineapple rind removed, prawn paste, sugar, yam bean",14,www.yummly.com/recipe/Chinese-Rojak-1651390,Gathered
Pork Cutlet Flavored with Soybean Miso,"[""1/2 teaspoon salt"", ""1 tablespoon sake (rice wine)"", ""1 tablespoon ginger juice (see Notes)"", ""1 pound pork shoulder, cut into twelve 3-by-5-by- 1/4-inch slices"", ""2 tablespoons mamemiso (soybean miso)"", ""2 tablespoons mirin (sweet cooking wine)"", ""15 to 20 shiso, preferably, or basil leaves"", ""2/3 cup all-purpose flour"", ""3 eggs, beaten"", ""2 to 3 cups panko breadcrumbs"", ""Vegetable oil, for frying"", ""Lemon wedges (optional)"", ""Plain cooked white or brown rice (optional)"", ""Tonkatsu sauce (optional; see Notes)""]","all-purpose, breadcrumbs, brown rice, eggs, ginger juice, lemon wedges, mamemiso, mirin, pork shoulder, sake, salt, shiso, tonkatsu sauce, vegetable oil",14,www.cookstr.com/recipes/pork-cutlet-flavored-with-soybean-miso,Recipes1M
Wagyu Two Ways,"[""4 pieces Wagyu, 2-inches long and 1/4-inch thick"", ""2 cups rice"", ""1/2 cinnamon stick"", ""1/2 piece star anise"", ""1 piece dry citrus peel"", ""1 tablespoon oyster sauce"", ""1 tablespoon toban jan"", ""2 tablespoon soy sauce"", ""1 tablespoon fermented sweet rice, strained"", ""1 tablespoon sake/shaoxing wine mix 50/50"", ""Drizzle of sesame oil"", ""1 pinch chicken bouillon"", ""4 ounce filet of Wagyu"", ""Grated fresh wasabi"", ""Soy sauce""]","chicken bouillon, cinnamon, drizzle of sesame oil, filet of wagyu, fresh wasabi, oyster sauce, peel, rice, sake/shaoxing wine, soy sauce, star anise, sweet rice, toban jan, wagyu",14,www.foodnetwork.com/recipes/wagyu-two-ways-recipe.html,Recipes1M
Recipe For Living,"[""1 c. good thoughts"", ""1 c. good works"", ""1 c. consideration for others"", ""2 c. sacrificial love for others"", ""3 c. mercy"", ""1 c. neighborly love"", ""1 c. rose petals for love and unity"", ""1 c. tiny ivy leaves for fidelity"", ""2 c. pansies for loving thoughts"", ""1 c. rosemary for rememberance"", ""1 c. marjoram for health and happiness"", ""1 c. mint leaves for virtue"", ""1 c. coreopsis for cheerfulness"", ""1 c. hydrangea for forgiving and understanding""]","consideration, coreopsis for, fidelity, good works, marjoram for, mercy, mint, neighborly love, others, pansies, petals, rosemary, understanding",13,www.cookbooks.com/Recipe-Details.aspx?id=1069271,Gathered
Tv Snack,"[""1/2 box Corn Chex"", ""1/2 box Rice Chex"", ""1/2 box Wheat Chex"", ""1 box sesame stix crackers"", ""1 box sesame and cheese crackers"", ""1 (10 oz.) box pretzels"", ""1 bag pizza goldfish crackers"", ""1 bag cheese goldfish crackers"", ""1 (12 oz.) can cocktail peanuts"", ""1 (12 oz.) can cashews"", ""1 lb. oleo, melted"", ""2 Tbsp. Worcestershire sauce"", ""1 Tbsp. liquid smoke"", ""2 oz. bottle Tabasco sauce"", ""3 tsp. seasoning salt"", ""2 tsp. onion salt"", ""2 tsp. garlic salt""]","box wheat, cashews, cocktail peanuts, crackers, garlic salt, liquid smoke, oleo, onion salt, pretzels, seasoning salt, sesame stix crackers, tabasco sauce, worcestershire sauce",13,www.cookbooks.com/Recipe-Details.aspx?id=1048714,Gathered
Mix & Match Pudding Pie (Low Fat ! ),"[""2 cups cold skim milk or 2 cups 2% low-fat milk"", ""1 (8 ounce) container fat-free cool whip"", ""Lemon Pudding Pie"", ""1 (8 ounce) jello lemon flavor instant pudding and pie filling"", ""1 (12 ounce) honey maid graham cracker crust"", ""1 cup raspberries"", ""Pistachio Pudding Pie"", ""1 (8 ounce) Jell-O instant pistachio pudding mix"", ""1 (6 ounce) honey maid graham cracker crust"", ""1 cup miniature marshmallow"", ""Vanilla Pudding Pie 1"", ""1 (8 ounce) jello instant vanilla flavor pudding and pie filling"", ""1 (6 ounce) Oreo cookie pie crusts"", ""1/2 cup toasted coconut flakes"", ""Vanilla Pudding Pie 2"", ""1 (8 ounce) jello instant vanilla flavor pudding and pie filling"", ""1 (6 ounce) nilla pie crusts"", ""1 medium banana, sliced""]","banana, cold skim milk, cookie pie crusts, cool whip, honey, lemon pudding pie, marshmallow, nilla pie crusts, pie, raspberries, toasted coconut flakes, vanilla flavor, vanilla pudding pie",13,www.food.com/recipe/mix-match-pudding-pie-low-fat-162092,Gathered
Bouillabaisse Made Easy Recipe,"[""A classic bouillabaisse draws its rich flavor from a stock made from slow-roasted clam, mussel and shrimp shells. To cut preparation time from days to min, I use clam juice to achieve a quick, flavorful stock. You can also use Clamato juice."", ""16 x gulf prawns, peeled, shells saved (16-20 to a lb.)"", ""1/4 c. brandy"", ""1 c. white wine"", ""1/4 c. tomato paste"", ""1/2 gal clam or possibly Clamato juice Zest of 1 orange Healthy pinch of saffron"", ""1/4 c. extra-virgin extra virgin olive oil, plus more for sauteeing"", ""1 x bulb fennel, cored and sliced paper-thin"", ""2 x carrots, peeled and sliced paper-thin Salt and white pepper to taste"", ""1 x yellow onion, sliced into thin rings"", ""1 Tbsp. champagne vinegar"", ""16 x manila clams, rinsed well"", ""24 x mussels, rinsed well"", ""1 lb whitefish, cut into (1-oz) cubes Fennel sprigs to garnish""]","brandy, bulb fennel, carrots, champagne vinegar, clam, extra-virgin extra virgin olive oil, manila clams, mussels, prawns, tomato paste, white wine, whitefish, yellow onion",13,cookeatshare.com/recipes/bouillabaisse-made-easy-89426,Recipes1M
French Market Soup Mix,"[""1 lb. dried navy beans"", ""1 lb. dried pinto beans"", ""1 lb. dried Great Northern beans"", ""1 lb. dried green split peas"", ""1 lb. dried yellow split peas"", ""1 lb. dried black-eyed peas"", ""1 lb. dried lentils"", ""1 lb. dried baby limas"", ""1 lb. dried large limas"", ""1 lb. dried black beans"", ""1 lb. dried red beans"", ""1 lb. dried soybeans"", ""1 lb. barley pearls""]","baby limas, barley pearls, black beans, black-eyed peas, dried great northern beans, dried lentils, dried navy beans, limas, peas, pinto beans, red beans, soybeans",12,www.cookbooks.com/Recipe-Details.aspx?id=970647,Gathered
Mountain Sayings,"[""moonshining"", ""making corn big iron"", ""quite a bit"", ""fulled up"", ""I don't know"", ""really"", ""ice cold"", ""chock full"", ""go fetch it"", ""tote"", ""pite smart"", ""go get it"", ""taters"", ""anyums"", ""au shucks"", ""I dogged if I know"", ""som'ens = some where"", ""holpin = helping""]","anyums, chock full, corn big, holpin, moonshining, pite smart, quite, really, shucks, some where, taters, tote",12,www.cookbooks.com/Recipe-Details.aspx?id=629905,Gathered
"Harvest Soup(Cheap, Healthy And Delicious)  ","[""vegetable oil cooking spray"", ""1 lb. lean ground turkey"", ""1 medium onion, chopped"", ""1 tsp. dry oregano"", ""1 tsp. Italian herb seasoning"", ""3 large firm ripe tomatoes, chopped"", ""3 large carrots, sliced"", ""1 large potato, peeled and diced"", ""6 c. beef broth"", ""1 c. each tomato juice and dry red wine"", ""1 Tbsp. Worcestershire"", ""1/2 c. dry pasta shapes"", ""1 tsp. liquid hot pepper"", ""2 medium zucchini, diced""]","beef broth, carrots, firm ripe tomatoes, italian herb seasoning, lean ground turkey, liquid hot pepper, onion, oregano, pasta shapes, potato, tomato juice, vegetable oil cooking spray, worcestershire, zucchini",14,www.cookbooks.com/Recipe-Details.aspx?id=587421,Gathered
"Very Healthy Oatmeal, Rhubarb, Orange And Ginger Pudding","[""57 g oatmeal or 4 tablespoons oatmeal"", ""1/4 teaspoon vanilla flavoring (preferably artificial)"", ""130 g rhubarb (Cooked, but very firm, roughly 3 Tablespoons) or 4 1/2 ounces rhubarb (Cooked, but very firm, roughly 3 Tablespoons)"", ""2/3 tablespoon orange juice (preferably freshly made, To Taste)"", ""3/4 teaspoon ground ginger (To taste)"", ""5 teaspoons Splenda sugar substitute (To taste) or 5 teaspoons sugar (To taste)"", ""1/2 teaspoon baking soda"", ""3/4 teaspoon cream of tartar"", ""1/2 teaspoon caraway seed (optional, To taste)"", ""10 g nonfat dry milk powder or 1 tablespoon nonfat dry milk powder"", ""1 1/2 110 ml milk (plus 235ml water) or 1/2 cup milk (plus 1 cup water, omitting the dried milk)"", ""12 g marmalade (Chunky Orange) or 1 teaspoon marmalade (Chunky Orange)"", ""1 1/2 teaspoons nonfat yogurt or 1 1/2 teaspoons cream"", ""3/4 tablespoon wheat bran (completely optional, for a chewier, wheatier texture and taste) or 4 1/2 g wheat bran (completely optional, for a chewier, wheatier texture and taste)""]","baking soda, bran, caraway, cream of tartar, ground ginger, marmalade, milk, nonfat dry milk, nonfat yogurt, oatmeal, orange juice, rhubarb, splenda sugar substitute, vanilla flavoring",14,www.food.com/recipe/very-healthy-oatmeal-rhubarb-orange-and-ginger-pudding-122055,Gathered
Jhat Phat Sabzi (Bell Pepper Paneer),"[""1/2 tablespoon ghee or 1/2 tablespoon unsalted butter"", ""1 cup panir, cubed"", ""1 teaspoon ginger-garlic paste"", ""1/2 teaspoon chili paste"", ""1 pinch turmeric powder"", ""1/2 teaspoon red chili powder"", ""1 teaspoon coriander powder"", ""1 tomatoes, de-seeded and quartered"", ""1 yellow bell pepper, diced"", ""1 green bell pepper, diced"", ""1/2 teaspoon kasuri methi (fenugreek leaves)"", ""1 pinch garam masala powder"", ""salt"", ""chopped fresh coriander (to garnish)""]","chili paste, coriander powder, fresh coriander, garam masala, ghee, ginger-garlic, green bell pepper, kasuri methi, panir, red chili powder, salt, tomatoes, turmeric powder, yellow bell pepper",14,www.food.com/recipe/jhat-phat-sabzi-bell-pepper-paneer-482753,Gathered
Italian Chopped Salad,"[""1 head romaine lettuce, leaves left whole"", ""1/4 lb pepperoni, sliced thin"", ""1/4 lb genoa salami, julienned"", ""1/3 cup roasted yellow pepper, drained and sliced into strips"", ""1/3 cup red onion, chopped"", ""1 1/2 cups artichoke hearts, chopped"", ""3 tablespoons red wine vinegar"", ""1/2 cup extra virgin olive oil"", ""1/2 teaspoon salt"", ""1/4 teaspoon freshly cracked black pepper"", ""2 tablespoons grated romano cheese"", ""1/4 cup mixed olive"", ""5 pepperoncini peppers"", ""1/4 cup provolone cheese, cubed""]","extra virgin olive oil, freshly cracked black pepper, genoa salami, hearts, mixed olive, pepperoncini peppers, pepperoni, provolone cheese, red onion, red wine vinegar, romaine lettuce, romano cheese, salt, yellow pepper",14,www.food.com/recipe/italian-chopped-salad-513503,Gathered
Johnny Jalapeno'S Fire Dumpling Soup,"[""Soup"", ""5 cups chicken broth (or stock)"", ""2 tablespoons dried onion flakes"", ""2 tablespoons parsley flakes"", ""1 tablespoon dried celery flakes"", ""1 tablespoon hot sauce (we use habanero sauce)"", ""1/2 teaspoon garlic powder"", ""1 cup cooked chicken, chopped (optional)"", ""dumplings"", ""2 cups Bisquick"", ""2 -3 tablespoons chopped jalapenos"", ""1/4 cup shredded monterey jack cheese (or cheddar) (optional)"", ""1 teaspoon ground sage"", ""1/2 teaspoon cayenne pepper"", ""1/2 - 2/3 cup 2% low-fat milk""]","bisquick, cayenne pepper, celery flakes, chicken, chicken broth, dumplings, garlic powder, ground sage, hot sauce, jalapenos, milk, onion flakes, parsley flakes, shredded monterey jack cheese",14,www.food.com/recipe/johnny-jalapenos-fire-dumpling-soup-384770,Gathered
Vegan Mushroom Satay Skewers,"[""6 portobello mushrooms - cut into 1/2\"" slices"", ""1/4 cup all-natural peanut or almond butter"", ""1 teaspoon fresh grated ginger"", ""2 scallions - finely sliced"", ""2 limes - one juiced, the other cut into wedges for garnish"", ""2 tablespoons coconut amino (or sub low-sodium soy sauce)"", ""2 tablespoons rice wine vinegar"", ""2 teaspoons sambal (or desired chili paste)"", ""3 tablespoons hot water"", ""1/4 cup full-fat coconut milk"", ""1 fresh jalapeno - finely sliced for garnish"", ""1 red chili pepper (like anaheim) - finely sliced for garnish"", ""1 handful fresh cilantro leaves - roughly torn for garnish"", ""1 packet mung bean vermiceli - cooked to package instructions"", ""1 packet bamboo skewers""]","all-natural peanut, bamboo skewers, cilantro, coconut amino, fresh jalapeño -, full-fat coconut milk, ginger, instructions, portobello mushrooms, red chili pepper, rice wine vinegar, sambal, scallions, water",14,food52.com/recipes/59538-vegan-mushroom-satay-skewers,Gathered
Kale And Chickpea Soup With Lemon,"[""1 tablespoon olive oil"", ""2 banana shallots or 1 onion"", ""1 stick celery"", ""2 stalks rosemary"", ""1 bay leaf"", ""1/4 teaspoon chili flakes"", ""1 clove of garlic"", ""1 tin chickpeas (400 grams), drained and rinsed"", ""one 200-gram bag of chopped kale"", ""800 milliliters hot stock (a cube or powder is fine -- I used a combination of Marigold powder and vegetable stock)"", ""Juice of 1/2 a lemon"", ""Salt and pepper to season/taste"", ""Paper-thin lemon slices, for serving"", ""Crusty, toasted bread, for serving"", ""Grated Parmesan, for serving (omit if vegan)""]","banana shallots, bay leaf, celery, chickpeas, chili flakes, clove of garlic, crusty, kale, milliliters, olive oil, paper, parmesan, salt, stalks rosemary",14,food52.com/recipes/25867-kale-and-chickpea-soup-with-lemon,Gathered
Fish Laksa,"[""1/2 pound rice vermicelli"", ""3 pounds fish Whole"", ""1 cup water"", ""2 teaspoons galangal powder"", ""3 stems lemon grass chopped"", ""5 fresh mint sprg"", ""5 fresh basil sprg"", ""8 kaffir lime leaves Dried"", ""4 red chillies Dried, halved"", ""8 red chillies smalls Fresh, halved"", ""8 kaffir lime leaves Dried, extra"", ""3 2/3 cups coconut cream"", ""3 ounces bean sprouts chinese white"", ""2 teaspoons salt"", ""2 teaspoons caster sugar"", ""3 stems lemon grass finely chopped"", ""1/4 teaspoon shrimp paste"", ""1 cup water"", ""3 teaspoons galangal powder"", ""3 chillies smalls Fresh""]","caster sugar, coconut cream, fish, fresh basil sprg, galangal powder, lemon grass, lime, mint sprg, red chillies, red chillies smalls, rice vermicelli, salt, shrimp paste, water",14,www.yummly.com/recipe/Fish-Laksa-1655518,Gathered
Stuffed Baked Apples,"[""2 tablespoons apple juice"", ""1/4 cup dried cherries"", ""1/4 cup golden raisins"", ""1/4 cup chopped dates"", ""2 tablespoons honey"", ""2 almond biscotti cookies"", ""4 Rome apples or other baking apples"", ""2 teaspoons unsalted butter"", ""4 whole cinnamon sticks"", ""Medium bowl"", ""Large spoon"", ""Small seal-able plastic bag"", ""Rolling pin"", ""Paring knife (use with an adult)"", ""Melon-baller"", ""Medium baking dish""]","almond biscotti cookies, apple juice, apples, baking dish, cinnamon sticks, dates, dried cherries, golden raisins, honey, paring knife, rolling pin, seal-able, spoon, unsalted butter",14,www.foodnetwork.com/recipes/stuffed-baked-apples-recipe.html,Recipes1M
White Bean and Skirt Steak Crostini,"[""White Bean Spread"", ""1-1/4 qt. canned great Northern beans, drained, rinsed"", ""- PHILADELPHIA Original Cream Cheese, softened"", ""3/4 cup A.1. Gourmet Sauce, Dijon Roasted Garlic"", ""3/4 cup green onions, chopped"", ""3/4 cup Italian parsley, chopped, divided"", ""Skirt Steak"", ""2-1/2 cups KRAFT Signature Sun Dried Tomato Oregano Dressing, divided"", ""4 each beef skirt steaks (1 lb. each)"", ""Crostini"", ""4 each ciabatta rolls, each cut vertically into 16 slices"", ""3 Tbsp. yellow peppers, brunoise Target 1 pkg For $2.99 thru 02/06"", ""3 Tbsp. tomato concasse"", ""3 Tbsp. fresh chives, chopped""]","beef skirt, canned great northern beans, ciabatta rolls, cream cheese, crostini, fresh chives, gourmet sauce, green onions, italian parsley, oregano dressing, skirt, tomato concasse, white bean spread, yellow peppers",14,www.kraftrecipes.com/recipes/white-bean-skirt-steak-crostini-114948.aspx,Recipes1M
Birthday Party Clown Cupcakes,"[""1 box vanilla cake mix"", ""1 1/4 cups milk"", ""2 (12-ounce) containers vanilla frosting, plus more for extra cupcakes"", ""1/4 to 1/2 cup confectioners' sugar"", ""Red or yellow food coloring"", ""Pastry bag or resealable plastic bags with 1 corner snipped"", ""Small star tip (#13 or similar)"", ""12 red, yellow and or polka dot cupcake liners"", ""12 pieces colored construction paper, cut into small triangular shapes, for flags"", ""Rubber cement"", ""12 extra-long toothpicks"", ""12 sugar cones"", ""Pastry brush"", ""1/4 cup piping gel"", ""Red and yellow sanding sugar"", ""Shoestring licorice"", ""12 small red gumballs"", ""Mini candy covered chocolate candies (recommended: M and M's)"", ""Large multi color nonpareil sprinkles, for extra cupcakes""]","colored construction, containers vanilla frosting, covered chocolate, extra-long toothpicks, milk, multi color nonpareil sprinkles, pastry, pastry brush, piping gel, red gumballs, rubber cement, shoestring licorice, sugar, vanilla cake mix",14,www.foodnetwork.com/recipes/sandra-lee/birthday-party-clown-cupcakes-recipe.html,Recipes1M
Sushi Rice Risotto,"[""1 1/2 cups cooked short-grain white rice"", ""2 1/2 tablespoons sushi vinegar, recipe follows"", ""3 cups Dashi, recipe follows"", ""1 teaspoon light-colored soy sauce"", ""2 eggs, beaten"", ""2 teaspoons grated fresh wasabi (* Chef's Note)"", ""1 tablespoon shredded nori (kizami nori)"", ""3 or 4 sprigs mitsuba leaves, minced, or chopped scallions or chives, for garnish"", ""1/2 cup sake-mash vinegar (akazu), or regular white wine vinegar"", ""1/2 cup rice vinegar"", ""1/2 cup sugar"", ""1/4 cup salt"", ""1 piece dashi kombu, 4 by 6-inches"", ""4 cups filtered spring water"", ""1/2 cup loosely packed bonito flakes""]","bonito flakes, dashi kombu, eggs, filtered spring water, light-colored soy sauce, mitsuba leaves, rice vinegar, sake-mash vinegar, salt, shredded nori, sugar, sushi vinegar, wasabi, white rice",14,www.foodnetwork.com/recipes/sushi-rice-risotto-recipe.html,Recipes1M
Ambrosia,"[""2 c. fresh pineapple, diced"", ""2 c. fresh oranges"", ""2 c. fresh tangerines"", ""2 c. fresh green apples"", ""2 c. fresh yellow apples"", ""2 c. fresh red apples"", ""2 c. fresh green seedless grapes"", ""2 c. red seedless grapes"", ""2 c. chopped black walnuts"", ""2 c. fresh grated coconut"", ""1 large bottle red cherries"", ""1 large bottle green cherries"", ""2 c. sugar or to taste""]","black walnuts, coconut, fresh green apples, fresh green seedless grapes, fresh oranges, fresh pineapple, fresh red apples, fresh yellow apples, green cherries, red cherries, red seedless grapes, sugar, tangerines",13,www.cookbooks.com/Recipe-Details.aspx?id=110683,Gathered
Yummy Dessert The Kids Can Make Themselves!,"[""Dessert Option 1"", ""1/2 cup of sliced mango"", ""1/2 cup peach yogurt"", ""whipped cream (the squirty can type!)"", ""candy sprinkles or chocolate shavings"", ""Dessert Option 2"", ""1 chocolate cupcake (or mini chocolate muffin)"", ""1/2 cup sliced kiwi"", ""1/2 cup wholegrain strawberry yogurt (Onken)"", ""whipped cream (the squirty can type!)"", ""chocolate shavings"", ""Dessert Option 3"", ""1/2 cup tinned peach"", ""1/2 cup fat-free apricot yogurt"", ""whipped cream (the squirty can type!)"", ""candy sprinkles or chocolate shavings"", ""Dessert Option 4"", ""1/2 cup sliced banana"", ""1/2 cup custard"", ""whipped cream (the squirty can type!)"", ""candy sprinkles or chocolate shavings""]","apricot yogurt, banana, chocolate cupcake, chocolate shavings, custard, dessert, mango, peach yogurt, sliced kiwi, sprinkles, tinned peach, whipped cream, wholegrain strawberry yogurt",13,www.food.com/recipe/yummy-dessert-the-kids-can-make-themselves-351933,Gathered
